mcav_gene_name,orthogroup,entry
Mcav_TRINITY_GG_19220_c8_g1_i1.p1,OG0002850,P31401
Mcav_TRINITY_GG_53929_c12_g1_i10.p1,OG0011070,P50211
Mcav_TRINITY_GG_53873_c10_g1_i1.p1,OG0003672,P13234
Mcav_TRINITY_GG_29751_c3_g1_i1.p1,OG0004181,Q5ZHP5
Mcav_TRINITY_GG_35838_c1_g1_i1.p1,OG0008165,Q8L840
Mcav_TRINITY_GG_61644_c5_g1_i3.p1,OG0003083,A1L1W9
Mcav_TRINITY_GG_23575_c0_g1_i1.p1,OG0010666,Q5SW96
Mcav_TRINITY_GG_16330_c0_g1_i1.p1,OG0007141,NA
Mcav_TRINITY_GG_37590_c1_g1_i1.p1,OG0006969,NA
Mcav_TRINITY_GG_7428_c3_g1_i1.p1,OG0005614,Q9NX58
Mcav_TRINITY_GG_9438_c10_g1_i1.p1,OG0005784,P82968
Mcav_TRINITY_GG_2447_c4_g1_i1.p1,OG0010706,H3BPM6
Mcav_TRINITY_GG_50947_c0_g1_i1.p1,OG0007700,NA
Mcav_TRINITY_GG_26488_c5_g1_i1.p1,OG0001379,P40227
Mcav_TRINITY_GG_54149_c1_g3_i1.p1,OG0004224,Q96AY4
Mcav_TRINITY_GG_22244_c0_g1_i1.p1,OG0010245,Q6PB70
Mcav_TRINITY_GG_12546_c5_g1_i1.p1,OG0007548,Q6DCP1
Mcav_TRINITY_GG_56977_c0_g1_i1.p1,OG0009968,Q2T9V7
Mcav_TRINITY_GG_9593_c5_g1_i1.p1,OG0011364,Q6PAM0
Mcav_TRINITY_GG_50805_c37_g1_i1.p1,OG0008219,Q3UDW8
Mcav_TRINITY_GG_589_c2_g1_i1.p1,OG0002274,NA
Mcav_TRINITY_GG_36818_c11_g1_i3.p1,OG0003639,Q00174
Mcav_TRINITY_GG_51497_c5_g1_i1.p1,OG0003985,Q641G4
Mcav_TRINITY_GG_13905_c1_g1_i1.p1,OG0007480,Q32NR4
Mcav_TRINITY_GG_15500_c6_g2_i1.p1,OG0004099,Q642M9
Mcav_TRINITY_GG_61039_c0_g1_i1.p1,OG0001549,Q99758
Mcav_TRINITY_GG_61969_c1_g1_i3.p1,OG0002612,Q6GPV5
Mcav_TRINITY_GG_32338_c14_g2_i1.p1,OG0002350,Q8BZ25
Mcav_TRINITY_GG_21791_c0_g1_i2.p1,OG0002983,P59941
Mcav_TRINITY_GG_2600_c4_g1_i1.p1,OG0000568,A0A411L030
Mcav_TRINITY_GG_22384_c5_g1_i1.p1,OG0005252,Q12904
Mcav_TRINITY_GG_11616_c0_g1_i1.p1,OG0001030,O15439
Mcav_TRINITY_GG_39546_c1_g1_i1.p1,OG0007067,NA
Mcav_TRINITY_GG_5076_c15_g1_i1.p1,OG0001467,Q795M8
Mcav_TRINITY_GG_1956_c14_g1_i1.p1,OG0010210,Q29503
Mcav_TRINITY_GG_10449_c6_g1_i7.p1,OG0001195,P16621
Mcav_TRINITY_GG_10574_c0_g1_i1.p1,OG0012266,NA
Mcav_TRINITY_GG_52309_c11_g1_i1.p1,OG0008808,P97690
Mcav_TRINITY_GG_60895_c11_g1_i1.p1,OG0003092,Q5PPI9
Mcav_TRINITY_GG_25665_c6_g1_i4.p1,OG0005160,P70259
Mcav_TRINITY_GG_56496_c4_g2_i1.p1,OG0011652,P79145
Mcav_TRINITY_GG_49411_c8_g2_i1.p1,OG0010458,Q8TF09
Mcav_TRINITY_GG_57640_c0_g1_i13.p3,OG0005302,Q0P585
Mcav_TRINITY_GG_58717_c2_g1_i3.p1,OG0007770,P36404
Mcav_TRINITY_GG_38235_c9_g2_i1.p1,OG0012035,P70627
Mcav_TRINITY_GG_60392_c5_g1_i1.p1,OG0006845,Q5QD07
Mcav_TRINITY_GG_4130_c7_g1_i1.p1,OG0005502,P52209
Mcav_TRINITY_GG_14332_c37_g1_i1.p4,OG0003822,P0CT39
Mcav_TRINITY_GG_43749_c44_g1_i1.p1,OG0002872,NA
Mcav_TRINITY_GG_45866_c3_g1_i1.p1,OG0005340,NA
Mcav_TRINITY_GG_8164_c5_g1_i1.p1,OG0006599,Q8C8H8
Mcav_TRINITY_GG_23856_c3_g1_i1.p1,OG0008196,NA
Mcav_TRINITY_GG_53776_c8_g1_i1.p1,OG0006243,Q01082
Mcav_TRINITY_GG_489_c109_g1_i1.p1,OG0003222,Q6DDH6
Mcav_TRINITY_GG_21669_c4_g1_i1.p1,OG0005781,Q80W54
Mcav_TRINITY_GG_2237_c11_g1_i1.p1,OG0004362,Q3U1J4
Mcav_TRINITY_GG_44839_c6_g1_i7.p1,OG0007993,A2BGT0
Mcav_TRINITY_GG_49424_c9_g1_i2.p1,OG0006923,Q98SN7
Mcav_TRINITY_GG_14132_c15_g3_i1.p1,OG0000130,NA
Mcav_TRINITY_GG_53745_c4_g1_i1.p1,OG0010829,E9PVB5
Mcav_TRINITY_GG_1296_c5_g1_i1.p1,OG0010547,O42567
Mcav_TRINITY_GG_25807_c0_g1_i1.p1,OG0003685,NA
Mcav_TRINITY_GG_22983_c16_g2_i1.p1,OG0003933,Q5R930
Mcav_TRINITY_GG_7071_c17_g1_i1.p1,OG0001453,Q00168
Mcav_TRINITY_GG_49172_c96_g1_i1.p1,OG0011786,NA
Mcav_TRINITY_GG_26989_c124_g1_i1.p1,OG0011551,NA
Mcav_TRINITY_GG_26444_c1_g1_i2.p1,OG0005079,Q9Y5N5
Mcav_TRINITY_GG_17850_c4_g1_i2.p1,OG0000532,O73853
Mcav_TRINITY_GG_37610_c2_g1_i1.p1,OG0011854,NA
Mcav_TRINITY_GG_42437_c0_g1_i1.p1,OG0000865,P19801
Mcav_TRINITY_GG_2503_c5_g1_i1.p1,OG0006093,P53492
Mcav_TRINITY_GG_44095_c0_g1_i1.p1,OG0010388,Q9D119
Mcav_TRINITY_GG_11287_c0_g1_i1.p1,OG0010653,Q5E9Y6
Mcav_TRINITY_GG_23531_c5_g1_i2.p1,OG0001834,P16381
Mcav_TRINITY_GG_7681_c3_g2_i3.p1,OG0008441,Q91WD1
Mcav_TRINITY_GG_135_c0_g1_i1.p1,OG0007265,Q5DUB3
Mcav_TRINITY_GG_11950_c3_g1_i1.p1,OG0003090,NA
Mcav_TRINITY_GG_61683_c10_g1_i1.p1,OG0012699,P16230
Mcav_TRINITY_GG_31521_c5_g1_i2.p1,OG0005549,B4E2M5
Mcav_TRINITY_GG_6504_c2_g1_i1.p1,OG0003158,NA
Mcav_TRINITY_GG_43475_c4_g1_i2.p1,OG0003112,Q6AXP4
Mcav_TRINITY_GG_6910_c13_g1_i4.p1,OG0003757,Q767L0
Mcav_TRINITY_GG_30814_c32_g1_i3.p1,OG0001682,Q8R151
Mcav_TRINITY_GG_57374_c1_g1_i1.p1,OG0010802,Q5RH71
Mcav_TRINITY_GG_35460_c17_g1_i1.p1,OG0008556,Q80Y83
Mcav_TRINITY_GG_16309_c0_g1_i1.p1,OG0007150,A7RLE5
Mcav_TRINITY_GG_49553_c4_g1_i3.p1,OG0012690,Q5F425
Mcav_TRINITY_GG_28343_c2_g1_i1.p1,OG0010398,O44252
Mcav_TRINITY_GG_38879_c11_g1_i3.p1,OG0005819,A7S710
Mcav_TRINITY_GG_31652_c3_g1_i1.p1,OG0010306,D3YXG0
Mcav_TRINITY_GG_46482_c1_g1_i1.p1,OG0005749,Q92621
Mcav_TRINITY_GG_36620_c2_g1_i1.p1,OG0006635,Q9UHC6
Mcav_TRINITY_GG_32338_c12_g1_i1.p3,OG0001151,NA
Mcav_TRINITY_GG_42756_c2_g1_i1.p1,OG0001634,Q9Y697
Mcav_TRINITY_GG_15898_c4_g1_i2.p1,OG0005382,Q8BJM3
Mcav_TRINITY_GG_58800_c0_g1_i1.p1,OG0011535,Q4V7L5
Mcav_TRINITY_GG_61052_c6_g1_i1.p1,OG0010232,O42097
Mcav_TRINITY_GG_27292_c0_g1_i1.p1,OG0012102,O08654
Mcav_TRINITY_GG_7451_c5_g1_i1.p1,OG0007731,Q8R087
Mcav_TRINITY_GG_54169_c86_g1_i3.p1,OG0010696,NA
Mcav_TRINITY_GG_29207_c2_g1_i1.p1,OG0003025,Q99MN1
Mcav_TRINITY_GG_52215_c5_g1_i1.p1,OG0002399,Q99KB8
Mcav_TRINITY_GG_45235_c4_g1_i2.p1,OG0010425,A1ZAY1
Mcav_TRINITY_GG_14827_c3_g1_i1.p1,OG0001526,NA
Mcav_TRINITY_GG_2876_c0_g1_i1.p1,OG0010986,Q9UKP5
Mcav_TRINITY_GG_15316_c5_g1_i1.p1,OG0001006,Q9H0W7
Mcav_TRINITY_GG_40445_c4_g1_i1.p1,OG0003241,Q924L9
Mcav_TRINITY_GG_31692_c8_g1_i1.p1,OG0007186,Q0MQI7
Mcav_TRINITY_GG_11879_c0_g1_i1.p1,OG0010314,Q03014
Mcav_TRINITY_GG_22853_c8_g1_i1.p1,OG0000452,NA
Mcav_TRINITY_GG_5265_c2_g1_i1.p1,OG0003134,Q402B2
Mcav_TRINITY_GG_32766_c0_g1_i1.p1,OG0008539,Q4R5D4
Mcav_TRINITY_GG_28662_c3_g1_i2.p1,OG0003228,Q5M7K4
Mcav_TRINITY_GG_18376_c56_g1_i1.p1,OG0009752,NA
Mcav_TRINITY_GG_28657_c1_g1_i1.p1,OG0010559,A7RV13
Mcav_TRINITY_GG_30863_c9_g2_i1.p1,OG0006163,Q9Z2E3
Mcav_TRINITY_GG_46764_c0_g1_i1.p1,OG0010117,P52046
Mcav_TRINITY_GG_29645_c3_g1_i3.p1,OG0011788,A7SE07
Mcav_TRINITY_GG_13977_c0_g1_i1.p1,OG0009817,Q3UFF7
Mcav_TRINITY_GG_39422_c0_g1_i1.p1,OG0001023,Q8CG08
Mcav_TRINITY_GG_9588_c1_g1_i1.p1,OG0001854,P27864
Mcav_TRINITY_GG_38616_c4_g1_i1.p1,OG0001518,B8V7P3
Mcav_TRINITY_GG_31533_c0_g1_i1.p1,OG0004269,Q91WC1
Mcav_TRINITY_GG_67_c1_g1_i2.p1,OG0010571,Q08BI9
Mcav_TRINITY_GG_47815_c20_g1_i3.p1,OG0012759,NA
Mcav_TRINITY_GG_34978_c2_g1_i1.p1,OG0005573,NA
Mcav_TRINITY_GG_51156_c1_g1_i1.p1,OG0012049,Q9H0A0
Mcav_TRINITY_GG_49601_c84_g1_i1.p2,OG0003950,P62323
Mcav_TRINITY_GG_48806_c11_g1_i1.p1,OG0000711,Q64605
Mcav_TRINITY_GG_56224_c2_g1_i1.p1,OG0002229,Q9WTP6
Mcav_TRINITY_GG_28317_c0_g1_i1.p1,OG0010413,O44252
Mcav_TRINITY_GG_42652_c3_g1_i2.p1,OG0003115,Q3T1L0
Mcav_TRINITY_GG_33174_c0_g1_i1.p1,OG0009941,NA
Mcav_TRINITY_GG_18920_c1_g1_i1.p1,OG0011450,NA
Mcav_TRINITY_GG_29726_c1_g1_i1.p1,OG0009868,NA
Mcav_TRINITY_GG_60520_c1_g1_i1.p1,OG0003648,A0A5C2A2T2
Mcav_TRINITY_GG_33132_c15_g1_i2.p1,OG0001779,Q503V9
Mcav_TRINITY_GG_26624_c8_g1_i1.p1,OG0010572,Q14094
Mcav_TRINITY_GG_47936_c4_g1_i1.p1,OG0005679,Q32LB9
Mcav_TRINITY_GG_36817_c1_g1_i1.p1,OG0003925,P54797
Mcav_TRINITY_GG_22136_c3_g1_i2.p1,OG0009911,Q91175
Mcav_TRINITY_GG_33593_c0_g1_i1.p1,OG0007040,NA
Mcav_TRINITY_GG_3680_c2_g1_i5.p1,OG0007516,NA
Mcav_TRINITY_GG_48323_c1_g1_i1.p1,OG0011457,A6NJV1
Mcav_TRINITY_GG_41864_c3_g1_i2.p2,OG0011728,Q5R4X0
Mcav_TRINITY_GG_28666_c18_g1_i2.p1,OG0006203,P0C6R2
Mcav_TRINITY_GG_1876_c7_g1_i1.p1,OG0001129,O93429
Mcav_TRINITY_GG_45375_c3_g1_i1.p1,OG0008611,Q3YBR2
Mcav_TRINITY_GG_27799_c97_g1_i1.p1,OG0001446,Q8R5I6
Mcav_TRINITY_GG_28459_c78_g1_i1.p1,OG0012758,NA
Mcav_TRINITY_GG_24181_c7_g1_i1.p1,OG0008209,Q9D051
Mcav_TRINITY_GG_10405_c8_g1_i4.p1,OG0003424,Q15375
Mcav_TRINITY_GG_34576_c0_g1_i1.p1,OG0007532,Q5R5D2
Mcav_TRINITY_GG_16769_c2_g1_i1.p1,OG0008761,Q6PB93
Mcav_TRINITY_GG_19211_c1_g2_i1.p2,OG0007084,Q925F4
Mcav_TRINITY_GG_239_c1_g1_i1.p1,OG0011148,Q96T49
Mcav_TRINITY_GG_52887_c5_g1_i3.p1,OG0002173,Q9EPL9
Mcav_TRINITY_GG_8548_c0_g1_i1.p1,OG0006865,NA
Mcav_TRINITY_GG_39372_c6_g1_i1.p1,OG0001501,P28799
Mcav_TRINITY_GG_28653_c107_g2_i1.p1,OG0006294,NA
Mcav_TRINITY_GG_5896_c0_g1_i1.p1,OG0008454,NA
Mcav_TRINITY_GG_19395_c4_g1_i1.p1,OG0004856,NA
Mcav_TRINITY_GG_15259_c14_g1_i1.p1,OG0000208,Q8LPL3
Mcav_TRINITY_GG_7288_c7_g1_i2.p1,OG0011316,Q9C0I9
Mcav_TRINITY_GG_56743_c18_g1_i2.p1,OG0012627,NA
Mcav_TRINITY_GG_23379_c2_g1_i1.p2,OG0007378,P08836
Mcav_TRINITY_GG_942_c61_g1_i1.p1,OG0001403,P51635
Mcav_TRINITY_GG_18403_c7_g1_i1.p1,OG0002277,Q95R48
Mcav_TRINITY_GG_54640_c10_g1_i4.p1,OG0002254,Q8R4V0
Mcav_TRINITY_GG_39937_c0_g1_i1.p1,OG0010756,NA
Mcav_TRINITY_GG_40144_c10_g1_i1.p1,OG0005917,B6H3T4
Mcav_TRINITY_GG_27461_c9_g1_i1.p2,OG0002082,Q92038
Mcav_TRINITY_GG_50186_c2_g1_i1.p1,OG0001781,NA
Mcav_TRINITY_GG_61694_c0_g1_i3.p1,OG0008056,NA
Mcav_TRINITY_GG_61765_c17_g1_i1.p1,OG0005603,Q90ZD5
Mcav_TRINITY_GG_14864_c4_g1_i2.p1,OG0003684,P91943
Mcav_TRINITY_GG_49464_c4_g1_i1.p1,OG0008003,Q21086
Mcav_TRINITY_GG_7386_c2_g1_i1.p1,OG0006123,Q9UHK6
Mcav_TRINITY_GG_19262_c3_g1_i1.p1,OG0001896,P48442
Mcav_TRINITY_GG_45294_c0_g1_i1.p1,OG0003302,Q6QLW4
Mcav_TRINITY_GG_17087_c2_g1_i2.p1,OG0003063,Q6GR45
Mcav_TRINITY_GG_14408_c9_g3_i1.p1,OG0007172,O88202
Mcav_TRINITY_GG_714_c0_g1_i1.p1,OG0011641,NA
Mcav_TRINITY_GG_22347_c0_g1_i1.p1,OG0003101,NA
Mcav_TRINITY_GG_53757_c1_g1_i1.p1,OG0002331,Q9DAI6
Mcav_TRINITY_GG_10712_c2_g2_i1.p1,OG0012726,P56273
Mcav_TRINITY_GG_28989_c8_g1_i1.p1,OG0005770,Q5R6Z7
Mcav_TRINITY_GG_20143_c3_g1_i1.p1,OG0002972,Q5UU75
Mcav_TRINITY_GG_7289_c3_g1_i1.p1,OG0012438,P18576
Mcav_TRINITY_GG_23525_c5_g1_i1.p2,OG0011075,Q6AZV0
Mcav_TRINITY_GG_33316_c3_g1_i1.p1,OG0008879,P62255
Mcav_TRINITY_GG_43235_c1_g1_i1.p1,OG0004908,NA
Mcav_TRINITY_GG_25466_c9_g1_i1.p1,OG0003262,Q3UMR0
Mcav_TRINITY_GG_54907_c3_g1_i1.p1,OG0007460,Q8N2I9
Mcav_TRINITY_GG_12962_c0_g1_i1.p1,OG0002291,Q8BZ00
Mcav_TRINITY_GG_36829_c3_g1_i1.p1,OG0008183,Q5ZML3
Mcav_TRINITY_GG_11224_c1_g1_i4.p1,OG0002915,Q9Z2Z6
Mcav_TRINITY_GG_44693_c5_g1_i2.p1,OG0008151,Q5ZMV9
Mcav_TRINITY_GG_22726_c0_g1_i1.p1,OG0007738,NA
Mcav_TRINITY_GG_38652_c0_g1_i1.p1,OG0010686,Q96GN5
Mcav_TRINITY_GG_7309_c9_g1_i1.p1,OG0012230,Q9Y297
Mcav_TRINITY_GG_36212_c1_g1_i1.p2,OG0011176,Q5R806
Mcav_TRINITY_GG_62193_c9_g1_i1.p1,OG0004057,NA
Mcav_TRINITY_GG_41436_c9_g2_i3.p1,OG0004307,Q9Y2Q3
Mcav_TRINITY_GG_15676_c0_g1_i1.p1,OG0007070,Q8K0H5
Mcav_TRINITY_GG_18104_c3_g1_i4.p1,OG0002793,Q5ZMW5
Mcav_TRINITY_GG_14648_c1_g1_i1.p1,OG0010407,Q17Q97
Mcav_TRINITY_GG_37109_c3_g1_i1.p1,OG0005441,NA
Mcav_TRINITY_GG_52746_c0_g1_i1.p1,OG0010346,A2VDD2
Mcav_TRINITY_GG_25218_c1_g1_i4.p2,OG0003600,NA
Mcav_TRINITY_GG_58343_c4_g1_i1.p1,OG0010901,O35075
Mcav_TRINITY_GG_14128_c4_g1_i1.p1,OG0004464,P60882
Mcav_TRINITY_GG_59235_c2_g1_i1.p1,OG0007665,Q8K2K6
Mcav_TRINITY_GG_44821_c2_g1_i1.p1,OG0004870,NA
Mcav_TRINITY_GG_18368_c6_g1_i2.p1,OG0008836,Q8CGZ0
Mcav_TRINITY_GG_4643_c1_g1_i1.p1,OG0010875,A7MBB8
Mcav_TRINITY_GG_46714_c1_g1_i1.p1,OG0010689,P56706
Mcav_TRINITY_GG_56276_c16_g1_i1.p2,OG0005533,Q7Z4L5
Mcav_TRINITY_GG_16928_c1_g1_i1.p1,OG0005969,Q9Z0J5
Mcav_TRINITY_GG_40307_c2_g1_i3.p1,OG0009771,Q08DX0
Mcav_TRINITY_GG_19496_c10_g1_i1.p2,OG0001180,D2GXS7
Mcav_TRINITY_GG_42139_c1_g1_i1.p1,OG0000723,P25931
Mcav_TRINITY_GG_17553_c12_g1_i1.p1,OG0000095,O57321
Mcav_TRINITY_GG_21873_c2_g1_i1.p1,OG0001816,Q41009
Mcav_TRINITY_GG_19901_c3_g1_i1.p1,OG0004011,A1L112
Mcav_TRINITY_GG_51341_c6_g1_i2.p1,OG0003113,A6NMX2
Mcav_TRINITY_GG_5376_c0_g1_i1.p1,OG0005116,Q6AYK6
Mcav_TRINITY_GG_15060_c12_g1_i1.p1,OG0012047,Q28BT8
Mcav_TRINITY_GG_27251_c39_g1_i1.p1,OG0002094,Q61165
Mcav_TRINITY_GG_28704_c1_g1_i2.p1,OG0007184,Q9H867
Mcav_TRINITY_GG_51393_c1_g1_i1.p1,OG0008228,Q9D2X0
Mcav_TRINITY_GG_57636_c4_g1_i2.p1,OG0002720,O75145
Mcav_TRINITY_GG_47909_c13_g1_i1.p1,OG0000777,A9Y006
Mcav_TRINITY_GG_26680_c1_g1_i1.p1,OG0002366,P61315
Mcav_TRINITY_GG_44196_c3_g2_i5.p1,OG0011782,Q99MS0
Mcav_TRINITY_GG_33450_c5_g1_i1.p1,OG0010138,NA
Mcav_TRINITY_GG_35379_c12_g1_i1.p1,OG0006225,Q91VS8
Mcav_TRINITY_GG_43477_c1_g1_i1.p1,OG0011368,Q7TSV9
Mcav_TRINITY_GG_1663_c15_g1_i5.p1,OG0002353,NA
Mcav_TRINITY_GG_53907_c9_g1_i1.p1,OG0008327,O75347
Mcav_TRINITY_GG_49825_c80_g1_i1.p1,OG0007910,NA
Mcav_TRINITY_GG_43069_c8_g1_i1.p2,OG0002085,Q9IA76
Mcav_TRINITY_GG_36439_c17_g1_i2.p1,OG0003895,Q9Z2D1
Mcav_TRINITY_GG_1814_c1_g1_i1.p1,OG0003978,Q5ZJH6
Mcav_TRINITY_GG_12042_c3_g1_i1.p1,OG0000733,Q90Z10
Mcav_TRINITY_GG_47221_c1_g1_i1.p1,OG0000869,Q96AY4
Mcav_TRINITY_GG_54250_c0_g1_i1.p1,OG0004225,P23687
Mcav_TRINITY_GG_5996_c16_g1_i1.p1,OG0001541,Q95218
Mcav_TRINITY_GG_43665_c9_g1_i1.p4,OG0002110,Q9UJT0
Mcav_TRINITY_GG_24217_c12_g1_i2.p1,OG0005951,Q2T9T9
Mcav_TRINITY_GG_9135_c0_g1_i1.p1,OG0008445,Q8VIJ8
Mcav_TRINITY_GG_1237_c0_g1_i1.p1,OG0000542,Q9C0G6
Mcav_TRINITY_GG_45702_c3_g1_i2.p1,OG0001671,O54747
Mcav_TRINITY_GG_43384_c9_g1_i2.p1,OG0003922,Q8R4F0
Mcav_TRINITY_GG_15622_c4_g1_i1.p1,OG0008287,Q9XT54
Mcav_TRINITY_GG_53699_c7_g1_i1.p1,OG0007828,A0JMY4
Mcav_TRINITY_GG_24084_c1_g1_i1.p1,OG0004672,Q91YT2
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,OG0005269,Q99MZ7
Mcav_TRINITY_GG_42128_c16_g1_i1.p1,OG0011950,NA
Mcav_TRINITY_GG_44201_c26_g1_i5.p1,OG0007842,Q17QM8
Mcav_TRINITY_GG_28482_c11_g1_i1.p1,OG0011025,Q96CG8
Mcav_TRINITY_GG_48086_c0_g1_i1.p1,OG0001709,P47239
Mcav_TRINITY_GG_5493_c3_g1_i1.p1,OG0005677,NA
Mcav_TRINITY_GG_13334_c0_g1_i1.p1,OG0000450,NA
Mcav_TRINITY_GG_41492_c1_g1_i1.p1,OG0005200,NA
Mcav_TRINITY_GG_13661_c104_g1_i12.p1,OG0000437,Q8T882
Mcav_TRINITY_GG_19804_c6_g2_i1.p1,OG0001946,Q8BWR4
Mcav_TRINITY_GG_25297_c2_g1_i1.p2,OG0003306,P27074
Mcav_TRINITY_GG_54632_c21_g2_i1.p1,OG0006926,Q10075
Mcav_TRINITY_GG_48096_c2_g1_i2.p1,OG0011362,Q5VJS5
Mcav_TRINITY_GG_7100_c1_g1_i1.p1,OG0007316,B5X2B8
Mcav_TRINITY_GG_26795_c171_g1_i1.p3,OG0000880,NA
Mcav_TRINITY_GG_34189_c2_g1_i1.p1,OG0000562,Q8ISP0
Mcav_TRINITY_GG_61312_c6_g1_i1.p1,OG0007338,Q8R3J4
Mcav_TRINITY_GG_10498_c16_g1_i1.p1,OG0004400,Q01974
Mcav_TRINITY_GG_27611_c16_g1_i1.p2,OG0002165,Q6NRH1
Mcav_TRINITY_GG_18108_c0_g2_i1.p1,OG0004897,NA
Mcav_TRINITY_GG_46194_c4_g1_i2.p2,OG0010874,Q5E951
Mcav_TRINITY_GG_32865_c3_g1_i1.p2,OG0010652,Q6NY73
Mcav_TRINITY_GG_45376_c55_g1_i1.p1,OG0003586,Q7Z7A1
Mcav_TRINITY_GG_54441_c5_g1_i4.p2,OG0004206,Q3T0C9
Mcav_TRINITY_GG_56726_c179_g1_i2.p2,OG0011324,Q5XIG6
Mcav_TRINITY_GG_6151_c0_g1_i1.p1,OG0002811,P26801
Mcav_TRINITY_GG_56621_c2_g1_i1.p2,OG0006698,Q9CQN6
Mcav_TRINITY_GG_400_c0_g1_i1.p1,OG0002232,P14184
Mcav_TRINITY_GG_10824_c24_g1_i4.p1,OG0003633,Q8JFW4
Mcav_TRINITY_GG_39073_c92_g1_i1.p1,OG0004819,V5YMB3
Mcav_TRINITY_GG_19206_c32_g3_i1.p1,OG0000505,C3YWU0
Mcav_TRINITY_GG_34082_c20_g1_i1.p1,OG0001901,P13808
Mcav_TRINITY_GG_540_c7_g1_i1.p1,OG0007167,Q0E3L5
Mcav_TRINITY_GG_38614_c7_g1_i1.p1,OG0004415,Q96L93
Mcav_TRINITY_GG_37884_c33_g1_i1.p1,OG0002276,Q5ZJF4
Mcav_TRINITY_GG_59605_c5_g1_i1.p1,OG0004951,P79781
Mcav_TRINITY_GG_15029_c85_g1_i2.p1,OG0001234,A6H603
Mcav_TRINITY_GG_29540_c19_g1_i1.p1,OG0011431,Q5EA03
Mcav_TRINITY_GG_27839_c5_g1_i1.p1,OG0005481,Q9Y6K8
Mcav_TRINITY_GG_26448_c3_g1_i2.p1,OG0007620,Q5ZID2
Mcav_TRINITY_GG_9880_c1_g1_i1.p1,OG0011217,P14207
Mcav_TRINITY_GG_39108_c2_g1_i1.p1,OG0002097,O60271
Mcav_TRINITY_GG_11719_c0_g1_i1.p1,OG0000679,NA
Mcav_TRINITY_GG_36323_c32_g1_i1.p1,OG0004802,Q5R592
Mcav_TRINITY_GG_16658_c0_g1_i1.p1,OG0000682,P48416
Mcav_TRINITY_GG_16145_c3_g1_i1.p1,OG0000357,NA
Mcav_TRINITY_GG_29693_c1_g1_i1.p1,OG0005629,Q8BW75
Mcav_TRINITY_GG_10146_c6_g1_i1.p1,OG0002222,Q9R062
Mcav_TRINITY_GG_6109_c0_g1_i1.p1,OG0010478,Q54VH7
Mcav_TRINITY_GG_13031_c0_g1_i1.p1,OG0008964,Q0QWG9
Mcav_TRINITY_GG_21899_c2_g1_i1.p1,OG0005961,Q8WML3
Mcav_TRINITY_GG_53691_c3_g1_i1.p1,OG0008877,Q8BGR6
Mcav_TRINITY_GG_23183_c60_g1_i1.p1,OG0005048,O95429
Mcav_TRINITY_GG_38817_c164_g1_i2.p1,OG0011488,Q498M4
Mcav_TRINITY_GG_60074_c1_g1_i1.p1,OG0001112,O44252
Mcav_TRINITY_GG_45495_c10_g1_i1.p2,OG0010685,Q5ZI57
Mcav_TRINITY_GG_13807_c5_g1_i1.p1,OG0004024,Q9H841
Mcav_TRINITY_GG_20318_c88_g1_i3.p1,OG0007446,Q9H4G4
Mcav_TRINITY_GG_31034_c1_g1_i1.p1,OG0010726,NA
Mcav_TRINITY_GG_13647_c15_g1_i2.p1,OG0001922,Q54KX5
Mcav_TRINITY_GG_7092_c4_g1_i1.p1,OG0003138,NA
Mcav_TRINITY_GG_52405_c2_g2_i1.p1,OG0011199,Q9W770
Mcav_TRINITY_GG_36728_c1_g1_i3.p1,OG0012207,NA
Mcav_TRINITY_GG_29423_c1_g1_i1.p1,OG0003980,Q969T3
Mcav_TRINITY_GG_23502_c1_g1_i1.p1,OG0003102,F1MNN4
Mcav_TRINITY_GG_6338_c1_g1_i1.p1,OG0012716,P50532
Mcav_TRINITY_GG_34410_c1_g2_i1.p1,OG0006224,Q8NEF3
Mcav_TRINITY_GG_7083_c4_g1_i1.p1,OG0002461,O95905
Mcav_TRINITY_GG_52179_c8_g1_i4.p1,OG0001352,Q8BX17
Mcav_TRINITY_GG_53030_c7_g1_i1.p1,OG0004124,Q9QZB7
Mcav_TRINITY_GG_23560_c7_g1_i1.p1,OG0004440,Q32PN7
Mcav_TRINITY_GG_58117_c1_g1_i1.p1,OG0010563,NA
Mcav_TRINITY_GG_15580_c5_g1_i1.p1,OG0000284,O15439
Mcav_TRINITY_GG_37042_c13_g1_i1.p1,OG0005509,Q92110
Mcav_TRINITY_GG_53463_c10_g1_i2.p1,OG0006081,Q62077
Mcav_TRINITY_GG_27270_c5_g1_i2.p1,OG0002013,Q502K2
Mcav_TRINITY_GG_3021_c5_g1_i1.p1,OG0005847,Q9Y512
Mcav_TRINITY_GG_14160_c16_g1_i1.p1,OG0000867,NA
Mcav_TRINITY_GG_29940_c0_g1_i1.p1,OG0007724,Q9D0F6
Mcav_TRINITY_GG_35917_c2_g1_i1.p1,OG0000633,NA
Mcav_TRINITY_GG_17079_c3_g2_i1.p2,OG0011354,Q6L8S8
Mcav_TRINITY_GG_37212_c0_g1_i1.p1,OG0011747,Q9D8C8
Mcav_TRINITY_GG_9835_c0_g1_i1.p1,OG0001630,P98160
Mcav_TRINITY_GG_9013_c11_g1_i1.p1,OG0008189,Q9R1W3
Mcav_TRINITY_GG_35115_c4_g1_i3.p1,OG0005466,Q6GL87
