Mcav_protein_seq,Human_gene_name,Human_gene_pfam,Orthogroup,Entry
Mcav_TRINITY_GG_3296_c10_g1_i4.p1,NP_002677.1,PF08242.16,OG0005731,Q9H7H0
Mcav_TRINITY_GG_3296_c10_g1_i4.p1,NP_002677.1,PF13489.10,OG0005731,Q9H7H0
Mcav_TRINITY_GG_33089_c10_g1_i1.p1,NP_690863.1,PF00899.25,OG0006170,Q5R4A0
Mcav_TRINITY_GG_33599_c11_g1_i1.p1,NP_665877.1,PF13409.10,OG0001077,Q8LFQ6
Mcav_TRINITY_GG_33599_c11_g1_i1.p1,NP_665877.1,PF13417.10,OG0001077,Q8LFQ6
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_000538.3,PF12662.11,OG0002336,K0E4E1
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_000541.1,PF00053.28,OG0002336,K0E4E1
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_000541.1,PF07974.17,OG0002336,K0E4E1
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_001913.2,PF00053.28,OG0002336,K0E4E1
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_000538.3,PF00008.31,OG0002336,K0E4E1
Mcav_TRINITY_GG_33627_c10_g1_i1.p1,NP_000363.1,PF00053.28,OG0002336,K0E4E1
Mcav_TRINITY_GG_33679_c17_g1_i1.p1,NP_002141.2,PF13669.10,OG0007773,Q96IR7
Mcav_TRINITY_GG_33679_c17_g1_i1.p1,NP_002141.2,PF00903.29,OG0007773,Q96IR7
Mcav_TRINITY_GG_33679_c17_g1_i1.p1,NP_002141.2,PF13468.10,OG0007773,Q96IR7
Mcav_TRINITY_GG_33690_c11_g1_i1.p1,NP_112485.2,PF01557.22,OG0001021,Q86I22
Mcav_TRINITY_GG_33690_c11_g1_i1.p1,NP_000128.1,PF01557.22,OG0001021,Q86I22
Mcav_TRINITY_GG_33721_c11_g1_i2.p1,NP_000889.3,PF01262.25,OG0001826,Q09694
Mcav_TRINITY_GG_33721_c11_g1_i2.p1,NP_000658.1,PF01262.25,OG0001826,Q09694
Mcav_TRINITY_GG_33721_c11_g1_i2.p1,NP_000659.2,PF01262.25,OG0001826,Q09694
Mcav_TRINITY_GG_33721_c11_g1_i2.p1,NP_690863.1,PF01262.25,OG0001826,Q09694
Mcav_TRINITY_GG_33721_c11_g1_i2.p1,NP_000231.1,PF01262.25,OG0001826,Q09694
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF00008.31,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF12661.11,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF12947.11,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF12662.11,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF14670.10,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF00084.24,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000541.1,PF07974.17,OG0008024,P0C6B8
Mcav_TRINITY_GG_33753_c5_g1_i2.p1,NP_000538.3,PF07645.19,OG0008024,P0C6B8
Mcav_TRINITY_GG_33804_c0_g1_i1.p1,NP_000889.3,PF01593.28,OG0001304,Q9SU79
Mcav_TRINITY_GG_33804_c0_g1_i1.p1,NP_000231.1,PF01593.28,OG0001304,Q9SU79
Mcav_TRINITY_GG_33804_c0_g1_i1.p1,NP_690863.1,PF01593.28,OG0001304,Q9SU79
Mcav_TRINITY_GG_33949_c3_g1_i1.p1,NP_000663.1,PF00219.22,OG0003105,NA
Mcav_TRINITY_GG_34194_c7_g1_i1.p1,NP_000363.1,PF06305.15,OG0011945,A4FUB8
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF14670.10,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF00008.31,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF07645.19,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF12947.11,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF12661.11,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000538.3,PF12662.11,OG0010695,Q96RW7
Mcav_TRINITY_GG_34413_c0_g1_i1.p1,NP_000541.1,PF07974.17,OG0010695,Q96RW7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000889.3,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_690863.1,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000659.2,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000231.1,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_690863.1,PF02737.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000660.1,PF02826.23,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000660.1,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000658.1,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000663.1,PF02826.23,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34573_c4_g2_i1.p1,NP_000663.1,PF02254.22,OG0005269,Q99MZ7
Mcav_TRINITY_GG_34655_c4_g1_i4.p1,NP_002677.1,PF08241.16,OG0002687,O95671
Mcav_TRINITY_GG_34655_c4_g1_i4.p1,NP_002677.1,PF13489.10,OG0002687,O95671
Mcav_TRINITY_GG_34655_c4_g1_i4.p1,NP_002677.1,PF08242.16,OG0002687,O95671
Mcav_TRINITY_GG_35049_c9_g1_i1.p1,NP_000231.1,PF07992.18,OG0007476,Q8BUE4
Mcav_TRINITY_GG_35049_c9_g1_i1.p1,NP_000889.3,PF07992.18,OG0007476,Q8BUE4
Mcav_TRINITY_GG_35049_c9_g1_i1.p1,NP_690863.1,PF07992.18,OG0007476,Q8BUE4
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF13417.10,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF02798.24,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF00043.29,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF14497.10,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF13410.10,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF17172.8,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35292_c0_g1_i1.p1,NP_665877.1,PF13409.10,OG0002898,Q8L7C9
Mcav_TRINITY_GG_35974_c1_g1_i1.p2,NP_002141.2,PF13669.10,OG0007153,A6NK44
Mcav_TRINITY_GG_35974_c1_g1_i1.p2,NP_002141.2,PF13468.10,OG0007153,A6NK44
Mcav_TRINITY_GG_35974_c1_g1_i1.p2,NP_002141.2,PF00903.29,OG0007153,A6NK44
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF01593.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF13454.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF05834.16,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF00070.31,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF13738.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF05834.16,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF07992.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF03486.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF13738.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF05834.16,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF01266.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF01593.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF03486.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF01266.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF13454.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF00070.31,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF03486.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000889.3,PF13738.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF04820.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF07992.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF01593.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF13454.10,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF07992.18,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_000231.1,PF01266.28,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_35990_c1_g1_i1.p1,NP_690863.1,PF00070.31,OG0008278,Q9Z0X1
Mcav_TRINITY_GG_36071_c3_g1_i1.p1,NP_000541.1,PF21314.1,OG0000375,P09759
Mcav_TRINITY_GG_36174_c3_g1_i2.p2,NP_690863.1,PF01488.24,OG0001958,Q6NV34
Mcav_TRINITY_GG_36174_c3_g1_i2.p2,NP_690863.1,PF02737.22,OG0001958,Q6NV34
Mcav_TRINITY_GG_36218_c2_g1_i1.p1,NP_000231.1,PF01593.28,OG0004777,Q6ZQ88
Mcav_TRINITY_GG_36218_c2_g1_i1.p1,NP_690863.1,PF01593.28,OG0004777,Q6ZQ88
Mcav_TRINITY_GG_36218_c2_g1_i1.p1,NP_000889.3,PF01593.28,OG0004777,Q6ZQ88
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_002677.1,PF13489.10,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_002677.1,PF08242.16,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_002677.1,PF08241.16,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_000745.1,PF13847.10,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_000745.1,PF09445.14,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36346_c1_g1_i1.p1,NP_000745.1,PF01135.23,OG0005965,Q6BRB7
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_690863.1,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000658.1,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000659.2,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000231.1,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000663.1,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000889.3,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36536_c6_g1_i1.p1,NP_000660.1,PF02254.22,OG0007428,P52556
Mcav_TRINITY_GG_36811_c1_g1_i4.p1,NP_002677.1,PF08242.16,OG0003988,Q0P5A2
Mcav_TRINITY_GG_36811_c1_g1_i4.p1,NP_000745.1,PF13847.10,OG0003988,Q0P5A2
Mcav_TRINITY_GG_36818_c11_g1_i3.p1,NP_001913.2,PF00053.28,OG0003639,Q00174
Mcav_TRINITY_GG_36818_c11_g1_i3.p1,NP_000363.1,PF00053.28,OG0003639,Q00174
Mcav_TRINITY_GG_36818_c11_g1_i3.p1,NP_000541.1,PF00053.28,OG0003639,Q00174
Mcav_TRINITY_GG_36848_c111_g1_i1.p1,NP_690863.1,PF00899.25,OG0011688,C3YZ51
Mcav_TRINITY_GG_37051_c1_g1_i2.p1,NP_000538.3,PF01462.22,OG0004237,Q6UXM1
Mcav_TRINITY_GG_37368_c4_g1_i1.p1,NP_000363.1,PF06305.15,OG0007851,NA
Mcav_TRINITY_GG_37459_c12_g2_i1.p1,NP_000178.2,PF04209.17,OG0008694,O09173
Mcav_TRINITY_GG_37459_c12_g2_i1.p1,NP_000178.2,PF20510.2,OG0008694,O09173
Mcav_TRINITY_GG_37613_c1_g1_i1.p1,NP_002677.1,PF13489.10,OG0010759,Q8N6F8
Mcav_TRINITY_GG_37613_c1_g1_i1.p1,NP_002677.1,PF08242.16,OG0010759,Q8N6F8
Mcav_TRINITY_GG_37613_c1_g1_i1.p1,NP_002677.1,PF08241.16,OG0010759,Q8N6F8
Mcav_TRINITY_GG_37613_c1_g1_i1.p1,NP_000745.1,PF13847.10,OG0010759,Q8N6F8
Mcav_TRINITY_GG_37718_c0_g1_i1.p1,NP_000745.1,PF13847.10,OG0002658,Q3U487
Mcav_TRINITY_GG_37718_c0_g1_i1.p1,NP_000745.1,PF01135.23,OG0002658,Q3U487
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF13450.10,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF12831.11,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF01494.23,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF12831.11,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF07992.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF00070.31,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF00890.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF00890.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF01134.26,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF01134.26,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF13450.10,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF01494.23,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF03486.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF07992.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF12831.11,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF00890.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF03486.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF00070.31,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF13450.10,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF02737.22,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF01494.23,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF01266.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF13241.10,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF07992.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF01266.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000889.3,PF03486.18,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_000231.1,PF01134.26,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF00070.31,OG0001550,A8XJ44
Mcav_TRINITY_GG_37723_c22_g1_i1.p1,NP_690863.1,PF01266.28,OG0001550,A8XJ44
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000663.1,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_001159976.1,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000662.3,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000661.2,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000659.2,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000663.1,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000658.1,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000660.1,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000659.2,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000660.1,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000658.1,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000658.1,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000663.1,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000660.1,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000661.2,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000662.3,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000662.3,PF13602.10,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000661.2,PF00107.30,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_001159976.1,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37728_c3_g2_i2.p1,NP_000659.2,PF08240.16,OG0008811,Q9DCS3
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF02798.24,OG0002884,P78417
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF13410.10,OG0002884,P78417
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF00043.29,OG0002884,P78417
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF13417.10,OG0002884,P78417
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF14497.10,OG0002884,P78417
Mcav_TRINITY_GG_37974_c10_g1_i1.p1,NP_665877.1,PF13409.10,OG0002884,P78417
Mcav_TRINITY_GG_38385_c8_g1_i1.p1,NP_000344.1,PF00266.23,OG0001505,O27442
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF00070.31,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF12831.11,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF01494.23,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF05834.16,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF13450.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF03486.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF07992.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF07992.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF00070.31,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF01266.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF05834.16,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF00890.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF13450.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF01134.26,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF13738.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_690863.1,PF00890.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF00070.31,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF01494.23,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF03486.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF13738.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF13738.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF01494.23,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF12831.11,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF13450.10,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF03486.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF01134.26,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF01266.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF01266.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF05834.16,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF12831.11,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000231.1,PF01134.26,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF07992.18,OG0004125,A6QLU1
Mcav_TRINITY_GG_38423_c0_g1_i1.p1,NP_000889.3,PF00890.28,OG0004125,A6QLU1
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_000344.1,PF01212.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_002070.1,PF00155.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_002071.2,PF00155.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_000344.1,PF00155.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_000781.2,PF00155.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38518_c10_g1_i4.p1,NP_000781.2,PF01212.25,OG0001485,Q6GM82
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_000781.2,PF00155.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_002071.2,PF00155.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_002070.1,PF00155.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_000781.2,PF01212.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_000344.1,PF00155.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38522_c10_g1_i10.p1,NP_000344.1,PF01212.25,OG0001822,A4IFH5
Mcav_TRINITY_GG_38636_c6_g1_i1.p1,NP_002141.2,PF00903.29,OG0008310,NA
Mcav_TRINITY_GG_38817_c183_g1_i1.p1,NP_000889.3,PF07991.16,OG0005725,Q9QYU4
Mcav_TRINITY_GG_38817_c183_g1_i1.p1,NP_690863.1,PF01488.24,OG0005725,Q9QYU4
Mcav_TRINITY_GG_38880_c1_g1_i1.p1,NP_002141.2,PF00903.29,OG0010879,NA
Mcav_TRINITY_GG_38880_c1_g1_i1.p1,NP_002141.2,PF13669.10,OG0010879,NA
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF01134.26,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF07992.18,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF13738.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF01266.28,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF13454.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF13450.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF13450.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000231.1,PF13454.10,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF07992.18,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_690863.1,PF01134.26,OG0002324,Q8WU10
Mcav_TRINITY_GG_38887_c29_g1_i1.p1,NP_000889.3,PF07992.18,OG0002324,Q8WU10
